year,month,country,nTourist
2018,9,스와질랜드,160.0
2018,9,세이쉘,132.0
2018,9,짐바브웨,
2018,9,우간다,
2018,9,시에라리온,
2018,10,남아프리카공화국,1517.0
2018,10,모리셔스,1051.0
2018,10,스와질랜드,133.0
2018,10,세이쉘,197.0
2018,10,짐바브웨,
2018,10,우간다,
2018,10,시에라리온,
2018,11,남아프리카공화국,1359.0
2018,11,모리셔스,1084.0
2018,11,스와질랜드,123.0
2018,11,세이쉘,110.0
2018,11,짐바브웨,
2018,11,우간다,
2018,11,시에라리온,
2018,12,남아프리카공화국,1714.0
2018,12,모리셔스,789.0
2018,12,스와질랜드,147.0
2018,12,세이쉘,125.0
2018,12,짐바브웨,
2018,12,우간다,
2018,12,시에라리온,
2019,1,남아프리카공화국,3046.0
2019,1,모리셔스,582.0
2019,1,스와질랜드,195.0
2019,1,세이쉘,110.0
2019,1,짐바브웨,
2019,1,우간다,
2019,1,시에라리온,
2019,2,남아프리카공화국,2148.0
2019,2,모리셔스,448.0
2019,2,스와질랜드,195.0
2019,2,세이쉘,89.0
2019,2,짐바브웨,
2019,2,우간다,
2019,2,시에라리온,
2019,3,남아프리카공화국,1704.0
2019,3,모리셔스,501.0
2019,3,스와질랜드,152.0
2019,3,세이쉘,68.0
2019,3,짐바브웨,
2019,3,우간다,
2019,3,시에라리온,
2019,4,남아프리카공화국,1145.0
2019,4,모리셔스,673.0
2019,4,스와질랜드,214.0
2019,4,세이쉘,65.0
2019,4,짐바브웨,
2019,4,우간다,
2019,4,시에라리온,
2019,5,남아프리카공화국,1126.0
2019,5,모리셔스,542.0
2019,5,스와질랜드,152.0
2019,5,세이쉘,69.0
2019,5,짐바브웨,
2019,5,우간다,
2019,5,시에라리온,
2019,6,남아프리카공화국,1518.0
2019,6,모리셔스,567.0
2019,6,스와질랜드,159.0
2019,6,세이쉘,73.0
2019,6,짐바브웨,
2019,6,우간다,
2019,6,시에라리온,
2019,7,남아프리카공화국,1699.0
2019,7,모리셔스,333.0
2019,7,스와질랜드,210.0
2019,7,세이쉘,60.0
2019,7,짐바브웨,
2019,7,우간다,
2019,7,시에라리온,
2019,8,남아프리카공화국,1910.0
2019,8,모리셔스,262.0
2019,8,스와질랜드,186.0
2019,8,세이쉘,56.0
2019,8,짐바브웨,
2019,8,우간다,
2019,8,시에라리온,
2019,9,남아프리카공화국,1495.0
2019,9,모리셔스,534.0
2019,9,스와질랜드,159.0
2019,9,세이쉘,112.0
2019,9,짐바브웨,
2019,9,우간다,
2019,9,시에라리온,
2019,10,남아프리카공화국,1243.0
2019,10,모리셔스,952.0
2019,10,스와질랜드,145.0
2019,10,세이쉘,141.0
2019,10,짐바브웨,
2019,10,우간다,
2019,10,시에라리온,
2019,11,남아프리카공화국,1314.0
2019,11,모리셔스,919.0
2019,11,스와질랜드,160.0
2019,11,세이쉘,84.0
2019,11,짐바브웨,
2019,11,우간다,
2019,11,시에라리온,
2019,12,남아프리카공화국,1599.0
2019,12,모리셔스,759.0
2019,12,스와질랜드,185.0
2019,12,세이쉘,80.0
2019,12,짐바브웨,
2019,12,우간다,
2019,12,시에라리온,
